0,0,0,0,0,-1.836805
0,0,0,0,1,-1.775592
0,0,0,0,2,0.776025
0,0,0,0,3,-0.931568
0,0,0,0,4,0.340303
0,0,0,1,0,5.930205
0,0,0,1,1,6.031113
0,0,0,1,2,40.020317
0,0,0,1,3,6.092512
0,0,0,1,4,40.022574
0,0,0,2,0,4.405951
0,0,0,2,1,-9.807136
0,0,0,2,2,66.888308
0,0,0,2,3,13.735352
0,0,0,2,4,-1.393519
0,0,0,3,0,0.683733
0,0,0,3,1,0.695109
0,0,0,3,2,0.798211
0,0,0,3,3,0.195852
0,0,0,3,4,0.674782
0,0,0,4,0,0.998036
0,0,0,4,1,0.767210
0,0,0,4,2,0.152455
0,0,0,4,3,0.165270
0,0,0,4,4,0.150014
0,0,1,0,0,15.247845
0,0,1,0,1,-4.316024
0,0,1,0,2,-0.148878
0,0,1,0,3,-2.160260
0,0,1,0,4,-1.991193
0,0,1,1,0,-10.364493
0,0,1,1,1,-10.765402
0,0,1,1,2,39.915792
0,0,1,1,3,-10.208185
0,0,1,1,4,1.915615
0,0,1,2,0,39.993693
0,0,1,2,1,-9.866293
0,0,1,2,2,8.061241
0,0,1,2,3,-10.658705
0,0,1,2,4,-10.737530
0,0,1,3,0,0.079523
0,0,1,3,1,0.729715
0,0,1,3,2,0.753449
0,0,1,3,3,0.581835
0,0,1,3,4,0.110796
0,0,1,4,0,0.899213
0,0,1,4,1,0.074995
0,0,1,4,2,0.764899
0,0,1,4,3,0.990943
0,0,1,4,4,0.980755
0,0,2,0,0,-6.306248
0,0,2,0,1,-2.920541
0,0,2,0,2,-2.697982
0,0,2,0,3,-3.215753
0,0,2,0,4,20.089870
0,0,2,1,0,-10.058933
0,0,2,1,1,-10.502969
0,0,2,1,2,6.587336
0,0,2,1,3,-10.260334
0,0,2,1,4,-10.322566
0,0,2,2,0,-11.193663
0,0,2,2,1,-3.981425
0,0,2,2,2,8.098043
0,0,2,2,3,-11.129706
0,0,2,2,4,-11.106683
0,0,2,3,0,0.672065
0,0,2,3,1,0.091657
0,0,2,3,2,0.171989
0,0,2,3,3,0.442781
0,0,2,3,4,0.883271
0,0,2,4,0,0.329538
0,0,2,4,1,0.369494
0,0,2,4,2,0.593422
0,0,2,4,3,0.626824
0,0,2,4,4,0.228479
0,0,3,0,0,0.410831
0,0,3,0,1,0.163931
0,0,3,0,2,0.222493
0,0,3,0,3,0.115578
0,0,3,0,4,0.676383
0,0,3,1,0,24.792364
0,0,3,1,1,-2.639014
0,0,3,1,2,21.313128
0,0,3,1,3,-2.137382
0,0,3,1,4,-2.658931
0,0,3,2,0,-9.227078
0,0,3,2,1,39.990434
0,0,3,2,2,-6.906617
0,0,3,2,3,-9.221223
0,0,3,2,4,-10.259100
0,0,3,3,0,0.032726
0,0,3,3,1,0.047635
0,0,3,3,2,0.244192
0,0,3,3,3,0.504407
0,0,3,3,4,0.894762
0,0,3,4,0,0.968003
0,0,3,4,1,0.531275
0,0,3,4,2,0.791142
0,0,3,4,3,0.643423
0,0,3,4,4,0.871733
0,0,4,0,0,0.227708
0,0,4,0,1,0.010369
0,0,4,0,2,0.776279
0,0,4,0,3,0.669428
0,0,4,0,4,0.387547
0,0,4,1,0,0.861179
0,0,4,1,1,0.040079
0,0,4,1,2,0.273453
0,0,4,1,3,0.803647
0,0,4,1,4,0.493222
0,0,4,2,0,0.319889
0,0,4,2,1,0.850941
0,0,4,2,2,0.473982
0,0,4,2,3,-0.234153
0,0,4,2,4,0.017729
0,0,4,3,0,0.561393
0,0,4,3,1,0.478841
0,0,4,3,2,0.407459
0,0,4,3,3,0.002017
0,0,4,3,4,0.521556
0,0,4,4,0,0.581202
0,0,4,4,1,0.240512
0,0,4,4,2,0.241388
0,0,4,4,3,0.624095
0,0,4,4,4,0.160428
0,1,0,0,0,-0.752635
0,1,0,0,1,-0.364205
0,1,0,0,2,-1.797887
0,1,0,0,3,-0.442160
0,1,0,0,4,-0.954940
0,1,0,1,0,-0.920687
0,1,0,1,1,-0.874561
0,1,0,1,2,6.119661
0,1,0,1,3,-2.524052
0,1,0,1,4,-1.118087
0,1,0,2,0,-8.433635
0,1,0,2,1,3.324192
0,1,0,2,2,36.772724
0,1,0,2,3,36.630393
0,1,0,2,4,-1.704087
0,1,0,3,0,0.928693
0,1,0,3,1,0.718715
0,1,0,3,2,0.781062
0,1,0,3,3,0.839044
0,1,0,3,4,0.150667
0,1,0,4,0,0.811440
0,1,0,4,1,0.282874
0,1,0,4,2,0.919007
0,1,0,4,3,0.466102
0,1,0,4,4,0.457228
0,1,1,0,0,-3.851341
0,1,1,0,1,-4.219725
0,1,1,0,2,8.979942
0,1,1,0,3,-3.595788
0,1,1,0,4,7.087517
0,1,1,1,0,-9.568228
0,1,1,1,1,-9.877859
0,1,1,1,2,31.166059
0,1,1,1,3,-9.888272
0,1,1,1,4,-10.445271
0,1,1,2,0,-10.723078
0,1,1,2,1,-10.634136
0,1,1,2,2,19.556241
0,1,1,2,3,-2.920690
0,1,1,2,4,-10.694990
0,1,1,3,0,0.255488
0,1,1,3,1,0.796966
0,1,1,3,2,0.432258
0,1,1,3,3,0.215112
0,1,1,3,4,0.102965
0,1,1,4,0,0.019620
0,1,1,4,1,0.257919
0,1,1,4,2,0.205460
0,1,1,4,3,0.674818
0,1,1,4,4,0.719311
0,1,2,0,0,-2.996849
0,1,2,0,1,14.027792
0,1,2,0,2,-2.986034
0,1,2,0,3,-3.085301
0,1,2,0,4,-3.475812
0,1,2,1,0,-9.993755
0,1,2,1,1,-10.235693
0,1,2,1,2,1.451954
0,1,2,1,3,-9.942402
0,1,2,1,4,-6.585116
0,1,2,2,0,-11.482754
0,1,2,2,1,21.577548
0,1,2,2,2,-11.141287
0,1,2,2,3,-11.245766
0,1,2,2,4,-11.124384
0,1,2,3,0,0.177414
0,1,2,3,1,0.768543
0,1,2,3,2,0.651239
0,1,2,3,3,0.661736
0,1,2,3,4,0.924051
0,1,2,4,0,0.854620
0,1,2,4,1,0.167205
0,1,2,4,2,0.573682
0,1,2,4,3,0.024356
0,1,2,4,4,0.011130
0,1,3,0,0,0.515603
0,1,3,0,1,0.486300
0,1,3,0,2,0.158253
0,1,3,0,3,0.957494
0,1,3,0,4,0.811146
0,1,3,1,0,-3.054566
0,1,3,1,1,-3.766403
0,1,3,1,2,29.496922
0,1,3,1,3,-6.455594
0,1,3,1,4,2.945415
0,1,3,2,0,-8.974283
0,1,3,2,1,-7.657202
0,1,3,2,2,10.625788
0,1,3,2,3,-9.786455
0,1,3,2,4,-10.023189
0,1,3,3,0,0.588950
0,1,3,3,1,0.103061
0,1,3,3,2,0.014802
0,1,3,3,3,0.085276
0,1,3,3,4,0.992785
0,1,3,4,0,0.730259
0,1,3,4,1,0.472680
0,1,3,4,2,0.520359
0,1,3,4,3,0.372793
0,1,3,4,4,0.001067
0,1,4,0,0,0.292101
0,1,4,0,1,0.711879
0,1,4,0,2,0.059182
0,1,4,0,3,0.034783
0,1,4,0,4,0.386744
0,1,4,1,0,0.764167
0,1,4,1,1,0.164332
0,1,4,1,2,0.304247
0,1,4,1,3,0.710641
0,1,4,1,4,0.529915
0,1,4,2,0,0.129363
0,1,4,2,1,-0.811135
0,1,4,2,2,0.168233
0,1,4,2,3,-0.615727
0,1,4,2,4,-1.811234
0,1,4,3,0,0.767453
0,1,4,3,1,0.155596
0,1,4,3,2,0.345888
0,1,4,3,3,0.572062
0,1,4,3,4,0.178693
0,1,4,4,0,0.014126
0,1,4,4,1,0.210573
0,1,4,4,2,0.523802
0,1,4,4,3,0.224644
0,1,4,4,4,0.921121
0,2,0,0,0,-1.915336
0,2,0,0,1,-1.163236
0,2,0,0,2,-2.441028
0,2,0,0,3,-0.507860
0,2,0,0,4,-1.693382
0,2,0,1,0,19.681481
0,2,0,1,1,-4.974934
0,2,0,1,2,21.697289
0,2,0,1,3,-7.009009
0,2,0,1,4,-6.396713
0,2,0,2,0,-4.179243
0,2,0,2,1,-3.068615
0,2,0,2,2,-3.219296
0,2,0,2,3,-2.787700
0,2,0,2,4,-4.082353
0,2,0,3,0,0.338568
0,2,0,3,1,0.003749
0,2,0,3,2,0.385658
0,2,0,3,3,0.481085
0,2,0,3,4,0.139913
0,2,0,4,0,0.314425
0,2,0,4,1,0.735822
0,2,0,4,2,0.384067
0,2,0,4,3,0.780930
0,2,0,4,4,0.422092
0,2,1,0,0,-7.835670
0,2,1,0,1,-9.913823
0,2,1,0,2,29.271438
0,2,1,0,3,-3.471814
0,2,1,0,4,-6.826084
0,2,1,1,0,-5.885961
0,2,1,1,1,-10.643107
0,2,1,1,2,26.815763
0,2,1,1,3,-9.922482
0,2,1,1,4,-10.624450
0,2,1,2,0,-10.082937
0,2,1,2,1,-9.886266
0,2,1,2,2,0.881637
0,2,1,2,3,-10.779033
0,2,1,2,4,-9.873629
0,2,1,3,0,0.153007
0,2,1,3,1,0.922406
0,2,1,3,2,0.796004
0,2,1,3,3,0.218082
0,2,1,3,4,0.588594
0,2,1,4,0,0.664094
0,2,1,4,1,0.255439
0,2,1,4,2,0.734269
0,2,1,4,3,0.736988
0,2,1,4,4,0.097701
0,2,2,0,0,-7.895823
0,2,2,0,1,-8.099158
0,2,2,0,2,29.209392
0,2,2,0,3,-8.132767
0,2,2,0,4,-7.786676
0,2,2,1,0,-11.099373
0,2,2,1,1,-10.386939
0,2,2,1,2,-2.021801
0,2,2,1,3,-9.357920
0,2,2,1,4,-10.358756
0,2,2,2,0,18.920402
0,2,2,2,1,-10.791845
0,2,2,2,2,-9.747499
0,2,2,2,3,-10.927196
0,2,2,2,4,-11.453556
0,2,2,3,0,0.736279
0,2,2,3,1,0.215357
0,2,2,3,2,0.050324
0,2,2,3,3,0.301001
0,2,2,3,4,0.001464
0,2,2,4,0,0.170071
0,2,2,4,1,0.357373
0,2,2,4,2,0.021716
0,2,2,4,3,0.333740
0,2,2,4,4,0.748628
0,2,3,0,0,0.106242
0,2,3,0,1,0.099146
0,2,3,0,2,0.816359
0,2,3,0,3,0.809580
0,2,3,0,4,0.814519
0,2,3,1,0,-2.327717
