3125
5
0,0,0,0,0,0.00700,0
0,0,0,0,1,0.08190,0
0,0,0,0,2,0.98962,0
0,0,0,0,3,0.07312,0
0,0,0,0,4,0.89213,0
0,0,0,1,0,0.73732,0
0,0,0,1,1,0.29629,0
0,0,0,1,2,0.71858,0
0,0,0,1,3,0.16517,0
0,0,0,1,4,0.20169,0
0,0,0,2,0,0.27761,0
0,0,0,2,1,0.19912,0
0,0,0,2,2,0.04970,0
0,0,0,2,3,0.37443,0
0,0,0,2,4,0.37161,0
0,0,0,3,0,0.56656,0
0,0,0,3,1,0.43964,0
0,0,0,3,2,0.68982,0
0,0,0,3,3,0.11614,0
0,0,0,3,4,0.22683,0
0,0,0,4,0,0.59861,0
0,0,0,4,1,0.79946,0
0,0,0,4,2,0.32638,0
0,0,0,4,3,0.81565,0
0,0,0,4,4,0.24998,0
0,0,1,0,0,0.54734,0
0,0,1,0,1,0.19273,0
0,0,1,0,2,0.12224,0
0,0,1,0,3,0.85473,0
0,0,1,0,4,0.31616,0
0,0,1,1,0,0.55966,0
0,0,1,1,1,0.04456,0
0,0,1,1,2,0.58986,0
0,0,1,1,3,0.48443,0
0,0,1,1,4,0.56469,0
0,0,1,2,0,0.54843,0
0,0,1,2,1,0.91233,0
0,0,1,2,2,0.30143,0
0,0,1,2,3,0.89225,0
0,0,1,2,4,0.99870,0
0,0,1,3,0,0.62181,0
0,0,1,3,1,0.96076,0
0,0,1,3,2,0.12821,0
0,0,1,3,3,0.03235,0
0,0,1,3,4,0.01994,0
0,0,1,4,0,0.03291,0
0,0,1,4,1,0.08893,0
0,0,1,4,2,0.35126,0
0,0,1,4,3,0.10483,0
0,0,1,4,4,0.70367,0
0,0,2,0,0,0.54237,0
0,0,2,0,1,0.42679,0
0,0,2,0,2,0.73642,0
0,0,2,0,3,0.45731,0
0,0,2,0,4,0.43912,0
0,0,2,1,0,0.12878,0
0,0,2,1,1,0.36180,0
0,0,2,1,2,0.94241,0
0,0,2,1,3,0.62760,0
0,0,2,1,4,0.71834,0
0,0,2,2,0,0.19903,0
0,0,2,2,1,0.76273,0
0,0,2,2,2,0.04045,0
0,0,2,2,3,0.47675,0
0,0,2,2,4,0.74384,0
0,0,2,3,0,0.84693,0
0,0,2,3,1,0.50799,0
0,0,2,3,2,0.48217,0
0,0,2,3,3,0.08578,0
0,0,2,3,4,0.86831,0
0,0,2,4,0,0.67982,0
0,0,2,4,1,0.69123,0
0,0,2,4,2,0.79854,0
0,0,2,4,3,0.90917,0
0,0,2,4,4,0.01723,0
0,0,3,0,0,0.53440,0
0,0,3,0,1,0.10385,0
0,0,3,0,2,0.19447,0
0,0,3,0,3,0.45650,0
0,0,3,0,4,0.69211,0
0,0,3,1,0,0.59915,0
0,0,3,1,1,0.25552,0
